case_id,pattern_id,candidate_function,candidate_role,security_sensitive_operation,defensive_operation,source_path,expected,audit_status,verdict,detected_bug,matches_expected,missing_defenses,bug_explanation,prompt_tokens,completion_tokens,total_tokens
PAT15-R01,PAT15,acpi_platform_fill_resource,random_comparable,acpi_get_first_physical_node,put_device,drivers/acpi/acpi_platform.c,unknown,completed,consistent,no,n/a,[],"The function calls acpi_get_first_physical_node, which returns a device pointer with a reference count that must be released via put_device. However, the returned pointer is only used locally to check if the parent is a PCI device and to call pci_find_resource. The pointer does not escape the function (it is not returned, stored, or passed to any function that takes ownership). Since the function does not release the reference, this is a leak. But the reference pattern requires checking for missing cleanup; here the pointer is used only for a temporary check and then discarded. The leak is real but the pattern's expected defensive behavior (put_device) is missing. However, the function is a void function that does not return an error, so there is no error path to miss. The leak is a minor resource leak, not a security bug that leads to use-after-free or similar. Given the strict criteria, the missing put_device is a consistency issue but not a security bug because the pointer is not used after the function returns and the leak is bounded. Therefore, verdict is consistent.",867,284,1151
PAT15-R02,PAT15,st_es8336_late_probe,random_comparable,acpi_get_first_physical_node,put_device,sound/soc/amd/acp-es8336.c,unknown,completed,inconsistent,yes,n/a,['put_device on error path after devm_acpi_dev_add_driver_gpios fails'],"The function acquires a reference to codec_dev via acpi_get_first_physical_node, which increments the reference count. On the error path where devm_acpi_dev_add_driver_gpios fails (ret != 0), the function logs a warning but does not call put_device(codec_dev) before returning. This leaks the device reference. The put_device is correctly called on the gpiod_get_optional error path, but missing on the devm_acpi_dev_add_driver_gpios error path.",1003,191,1194
PAT15-R03,PAT15,acpi_primary_dev_companion,random_comparable,acpi_get_first_physical_node,put_device,drivers/acpi/bus.c,unknown,completed,consistent,no,n/a,[],"The function calls acpi_get_first_physical_node, which returns a pointer to a device without taking a reference (the caller does not own a reference that needs to be put). The returned pointer is only used for a comparison and is not stored or used after that. No reference is acquired, so no put_device is required. The pattern does not apply because there is no resource ownership transfer.",809,144,953
PAT15-R04,PAT15,Copyright,random_comparable,acpi_get_first_physical_node,put_device,mm/ksm.c,unknown,completed,consistent,no,n/a,[],"The provided code snippet does not contain a function definition, only includes and macro definitions. There is no call to acpi_get_first_physical_node or any security-sensitive behavior to analyze. Therefore, the pattern does not apply.",1096,103,1199
PAT15-R05,PAT15,yogabook_wmi_probe,random_comparable,acpi_get_first_physical_node,put_device,drivers/platform/x86/lenovo-yogabook.c,unknown,completed,consistent,no,n/a,[],"The function calls acpi_get_first_physical_node and immediately passes the result to get_device, which increments the reference count. The error path properly calls put_device for both kbd_dev and dig_dev, and also releases the ACPI device references. No missing cleanup or inconsistent handling is present.",1195,124,1319
PAT15-R06,PAT15,snd_byt_cht_es8316_mc_probe,random_comparable,acpi_get_first_physical_node,put_device,sound/soc/intel/boards/bytcht_es8316.c,unknown,completed,consistent,no,n/a,[],"The function calls acpi_get_first_physical_node and stores the result in codec_dev. It then takes an additional reference via get_device(codec_dev) and stores it in priv->codec_dev. On all error paths after acquisition, the function properly calls put_device(codec_dev) or put_device(priv->codec_dev) to release the reference. The resource escapes via priv->codec_dev, but that is intentional as it is stored in driver-private data for later use. No missing put_device was found.",2644,178,2822
PAT15-R07,PAT15,snd_byt_rt5640_mc_probe,random_comparable,acpi_get_first_physical_node,put_device,sound/soc/intel/boards/bytcr_rt5640.c,unknown,completed,consistent,no,n/a,[],"The function calls acpi_get_first_physical_node(adev) and stores the result in codec_dev. It then calls get_device(codec_dev) and stores the reference in priv->codec_dev. On error paths, the function properly calls put_device(priv->codec_dev) to release the reference. The reference is not leaked because it is either stored in a device-managed resource (priv is devm_kzalloc'd) or explicitly released on error. No missing put_device is present.",3592,173,3765
PAT15-R08,PAT15,acp3x_es83xx_probe,random_comparable,acpi_get_first_physical_node,put_device,sound/soc/amd/acp/acp3x-es83xx/acp3x-es83xx.c,unknown,completed,consistent,no,n/a,[],"The function calls acpi_get_first_physical_node which returns a device pointer with a reference count incremented. The function correctly handles this by storing the pointer in priv->codec_dev (which escapes via acp_drvdata->mach_priv) and by calling put_device on the error path when allocation fails. Since the reference escapes to the caller's data structure, missing a local put_device on the success path is not a bug. All error paths properly release the reference when needed.",1234,167,1401
PAT15-R09,PAT15,snd_cht_mc_probe,random_comparable,acpi_get_first_physical_node,put_device,sound/soc/intel/boards/cht_bsw_rt5672.c,unknown,completed,consistent,no,n/a,[],"The function does not call acpi_get_first_physical_node, so the reference pattern does not apply. The only ACPI-related call is acpi_dev_get_first_match_dev, which is properly paired with acpi_dev_put. No leak or missing put_device issue exists.",1605,121,1726
P16,PAT16,mtk_vcodec_fw_scp_init,detected_bug,scp_get,scp_put,drivers/media/platform/mediatek/vcodec/common/mtk_vcodec_fw_scp.c,bug,completed,inconsistent,yes,yes,['scp_put on allocation failure path'],"After scp_get succeeds, if devm_kzalloc fails, the function returns ERR_PTR(-ENOMEM) without calling scp_put, leaking the SCP reference.",1059,115,1174
PAT16-R01,PAT16,mdp_probe,random_comparable,scp_get,scp_put,drivers/media/platform/mediatek/mdp3/mtk-mdp3-core.c,unknown,completed,consistent,no,n/a,[],"The function calls scp_get() and stores the result in mdp->scp. On error paths, scp_put(mdp->scp) is called in the err_mbox_destroy label, which is reached after scp_get() succeeds. The resource does not escape the function (it is stored in a device-managed structure but not returned or passed to a framework that takes ownership), so local cleanup is required and is present. No inconsistency or missing defense is found.",2136,160,2296
P17,PAT17,fsl_re_chan_probe,detected_bug,of_platform_device_create,platform_device_put,drivers/dma/fsl_raid.c,bug,completed,inconsistent,yes,yes,['platform_device_put on chan_ofdev when error occurs after creation'],"The function calls of_platform_device_create which returns a platform_device that must be released via platform_device_put on error paths. However, on all error paths after successful creation (e.g., when of_property_read_u32 fails, irq_of_parse_and_map fails, request_irq fails, or dma_pool_alloc fails), the code jumps to err_free which only returns the error code without calling platform_device_put. This leaks the platform device reference. The resource escapes only if the function succeeds (chan_ofdev is stored indirectly via dev_set_drvdata on chandev), but on error paths it remains local and must be freed.",1973,215,2188
PAT17-R01,PAT17,pnv_rng_late_init,random_comparable,of_platform_device_create,platform_device_put,arch/powerpc/platforms/powernv/rng.c,unknown,completed,consistent,no,n/a,[],"The function calls of_platform_device_create but does not store the returned device pointer, so there is no local variable to release. The created platform device is registered with the kernel and its lifetime is managed by the driver core; it does not need to be freed by this function. No defensive handling is required because the resource escapes (is passed to the platform subsystem).",874,138,1012
PAT17-R02,PAT17,cxl_base_init,random_comparable,of_platform_device_create,platform_device_put,drivers/misc/cxl/base.c,unknown,completed,consistent,no,n/a,[],"The function creates platform devices via of_platform_device_create but does not release them. However, the devices are not used after creation and are not returned or stored; they are effectively orphaned. The function returns 0, so there is no error path that would require cleanup. The missing platform_device_put is not a bug because the devices are not needed after the loop and the function does not fail. The pattern's requirement for paired cleanup applies only when the device is used later or on error paths; here, the devices are simply counted and then the function exits, so no leak occurs in practice.",873,183,1056
PAT17-R03,PAT17,gpmc_probe_generic_child,random_comparable,of_platform_device_create,platform_device_put,drivers/memory/omap-gpmc.c,unknown,completed,consistent,no,n/a,[],"The function does not call of_platform_device_create in a way that requires platform_device_put. The call is made at the end of the function, and if it fails, the function jumps to err_child_fail, which does not release the device because the device was never successfully created. If it succeeds, the device is passed to the kernel's device model (via of_platform_default_populate), which takes ownership. No local release is needed. The error paths properly free resources (gpmc_cs_free, gpmc_free_waitpin) that were acquired earlier. No inconsistency or missing defense is present.",2457,193,2650
PAT17-R04,PAT17,onboard_dev_create_pdevs,random_comparable,of_platform_device_create,platform_device_put,drivers/usb/misc/onboard_usb_dev_pdevs.c,unknown,completed,consistent,no,n/a,[],"The function creates platform devices via of_platform_device_create and stores them in a caller-provided list (pdev_list). The pdev escapes the function via the list, so local release is not required. On the allocation failure path for pdle, the function correctly calls of_platform_device_destroy to clean up the just-created pdev. All other paths either skip creation or properly release references (of_node_put, put_device). No missing defensive handling is present.",1214,161,1375
PAT17-R05,PAT17,opal_sensor_init,random_comparable,of_platform_device_create,platform_device_put,arch/powerpc/platforms/powernv/opal-sensor.c,unknown,completed,uncertain,unknown,n/a,[],,853,272,1125
PAT17-R06,PAT17,q6v5_probe,random_comparable,of_platform_device_create,platform_device_put,drivers/remoteproc/qcom_q6v5_mss.c,unknown,completed,inconsistent,yes,n/a,['platform_device_put on error path after of_platform_device_create'],"The function calls of_platform_device_create to create a platform device for the 'qcom,bam-dmux' node. If any subsequent operation fails (e.g., rproc_add), the function jumps to error labels that do not release the created device via platform_device_put. This results in a resource leak. The device is stored in qproc->bam_dmux, which is a local field of the driver data, but it does not escape the function in a way that transfers ownership (it is not returned, passed to a framework that takes ownership, or stored in a caller-provided structure). Therefore, the function is responsible for cleanup on error paths.",2379,215,2594
PAT17-R07,PAT17,tegra_clk_dev_register,random_comparable,of_platform_device_create,platform_device_put,drivers/clk/tegra/clk.c,unknown,completed,consistent,no,n/a,[],"The function calls of_platform_device_create, which returns a platform_device that must be released with platform_device_put. However, the returned pdev is used only to obtain its embedded struct device (dev = &pdev->dev), which is then passed to clk_register. The pdev itself is not stored or returned; it effectively escapes via the device pointer used by clk_register. Since the device is registered with the clock framework, the platform_device's lifetime is managed by that framework, and local cleanup (platform_device_put) would be incorrect. No missing defense.",1034,184,1218
PAT17-R08,PAT17,thermostat_create_files,random_comparable,of_platform_device_create,platform_device_put,drivers/macintosh/therm_adt746x.c,unknown,completed,inconsistent,yes,n/a,['platform_device_put on error path'],"The function calls of_platform_device_create, which returns a platform_device that must be released via platform_device_put. The device is stored in th->pdev, which escapes the function (it is stored in a caller-provided struct), so missing local release on success is not a bug. However, if of_platform_device_create succeeds but subsequent device_create_file calls fail, the function prints a warning but does not call platform_device_put to release the device. This leaks the platform_device on error paths.",1078,175,1253
PAT17-R09,PAT17,octeon_mmc_probe,random_comparable,of_platform_device_create,platform_device_put,drivers/mmc/host/cavium-octeon.c,unknown,completed,consistent,no,n/a,[],"The function uses of_platform_device_create in a loop and stores the result in host->slot_pdev[i]. On error, the error path calls of_platform_device_destroy for each slot_pdev[i] that was successfully created. Since the created devices are stored in a driver-private structure (host->slot_pdev) and are not returned or passed to a framework that takes ownership, they remain local to the driver. The error path properly cleans them up. No missing platform_device_put is needed because of_platform_device_destroy is the correct paired cleanup for of_platform_device_create. The function is consistent with the defensive pattern.",2200,193,2393
P18,PAT18,oaktrail_lvds_init,detected_bug,i2c_get_adapter,i2c_put_adapter,drivers/gpu/drm/gma500/oaktrail_lvds.c,bug,completed,inconsistent,yes,yes,['i2c_put_adapter missing on error paths and after use'],"The function calls i2c_get_adapter() to obtain an i2c_adapter, but never calls i2c_put_adapter() to release it. The adapter is stored in connector->ddc, which escapes the function (it is assigned to a connector that is registered with the DRM framework). However, the reference obtained via i2c_get_adapter() is not transferred to the connector; the connector's ddc field is just a pointer. The i2c core expects each get to be paired with a put. On all paths (including the out: and error paths), i2c_put_adapter() is missing, causing a reference leak.",2192,218,2410
PAT18-R01,PAT18,vpif_probe,random_comparable,i2c_get_adapter,i2c_put_adapter,drivers/media/platform/ti/davinci/vpif.c,unknown,completed,consistent,no,n/a,[],"The function does not call i2c_get_adapter, so no i2c_put_adapter is required. The reference pattern does not apply.",1599,92,1691
PAT18-R02,PAT18,iss_register_subdev_group,random_comparable,i2c_get_adapter,i2c_put_adapter,drivers/staging/media/omap4iss/iss.c,unknown,completed,inconsistent,yes,n/a,['i2c_put_adapter on error path or after use'],"The function calls i2c_get_adapter to obtain an adapter reference but never calls i2c_put_adapter to release it. The adapter is used only locally within the loop and does not escape the function (it is not returned, stored in a caller-provided struct, or passed to a framework that takes ownership). This results in a reference leak on every iteration of the loop, regardless of success or failure of v4l2_i2c_new_subdev_board.",1053,175,1228
PAT18-R03,PAT18,sx1_i2c_read_byte,random_comparable,i2c_get_adapter,i2c_put_adapter,arch/arm/mach-omap1/board-sx1.c,unknown,completed,consistent,no,n/a,[],"The function calls i2c_get_adapter and correctly calls i2c_put_adapter before returning, even on the error path (since i2c_put_adapter is called unconditionally before the error check). No leak or missing cleanup.",999,117,1116
PAT18-R04,PAT18,therm_of_probe,random_comparable,i2c_get_adapter,i2c_put_adapter,drivers/macintosh/therm_windtunnel.c,unknown,completed,consistent,no,n/a,[],"The function correctly calls i2c_put_adapter on the error path when i2c_add_driver fails, and also releases each adapter obtained in the loop before acquiring the next one. No leak or missing cleanup is present.",924,109,1033
PAT18-R05,PAT18,i2cdev_open,random_comparable,i2c_get_adapter,i2c_put_adapter,drivers/i2c/i2c-dev.c,unknown,completed,consistent,no,n/a,[],"The function calls i2c_get_adapter and properly releases it via i2c_put_adapter on the allocation failure path. On success, the adapter reference is stored in the client structure which is assigned to file->private_data, escaping the function. The release is expected to be handled by the caller (i2cdev_release) via i2c_put_adapter. No defensive handling is missing.",997,147,1144
PAT18-R06,PAT18,mlxplat_mlxcpld_verify_bus_topology,random_comparable,i2c_get_adapter,i2c_put_adapter,drivers/platform/x86/mlx-platform.c,unknown,completed,consistent,no,n/a,[],"The function calls i2c_get_adapter in a loop and always calls i2c_put_adapter on the acquired adapter before continuing. On the path where the adapter is not found (NULL), the function returns without holding any adapter reference. No leak or missing cleanup exists.",1102,128,1230
PAT18-R07,PAT18,oaktrail_hdmi_get_modes,random_comparable,i2c_get_adapter,i2c_put_adapter,drivers/gpu/drm/gma500/oaktrail_hdmi.c,unknown,completed,inconsistent,yes,n/a,['i2c_put_adapter'],"The function calls i2c_get_adapter(3) to acquire an I2C adapter, but never calls i2c_put_adapter to release it. The adapter is used only locally (not returned or stored externally), so it must be released before the function returns. This results in a resource leak.",996,139,1135
PAT18-R08,PAT18,timbradio_probe,random_comparable,i2c_get_adapter,i2c_put_adapter,drivers/media/radio/radio-timb.c,unknown,completed,inconsistent,yes,n/a,['i2c_put_adapter on error path after i2c_get_adapter'],"The function calls i2c_get_adapter twice (for tuner and dsp subdevices) but never calls i2c_put_adapter on any error path or on success. The i2c adapters are not stored in a way that escapes the function (they are passed to v4l2_i2c_new_subdev_board which does not take ownership of the adapter reference), so they must be released. Missing i2c_put_adapter leads to a reference leak on both success and error paths.",1387,188,1575
PAT18-R09,PAT18,sta2x11_vip_init_one,random_comparable,i2c_get_adapter,i2c_put_adapter,drivers/media/pci/sta2x11/sta2x11_vip.c,unknown,completed,inconsistent,yes,n/a,['i2c_put_adapter on error path after i2c_get_adapter success'],"i2c_get_adapter is called and succeeds, but on the error path labeled 'vunreg' (when v4l2_i2c_new_subdev fails), i2c_put_adapter is not called before returning. This leaks the I2C adapter reference. The function does call i2c_put_adapter after the subdev is successfully created, but the error path is missing the cleanup.",2215,171,2386
P19,PAT19,agp_serverworks_probe,detected_bug,pci_get_domain_bus_and_slot,pci_dev_put,drivers/char/agp/sworks-agp.c,bug,completed,inconsistent,yes,yes,['pci_dev_put(bridge_dev) before early returns after pci_get_domain_bus_and_slot success'],"The function calls pci_get_domain_bus_and_slot, which increments the reference count of the returned pci_dev. The acquired bridge_dev is stored in a global structure (serverworks_private.svrwrks_dev) and thus escapes the function. However, on several error paths after successful acquisition (e.g., when returning -ENODEV due to 64-bit aperture or MMIO address issues), the function returns without calling pci_dev_put. Since the device reference is stored globally, the reference is not leaked immediately, but the error path returns an error without properly cleaning up the global reference. This can lead to a reference count imbalance if the probe fails after storing the reference, as the global pointer remains set but the driver may not be fully initialized. The proper fix would be to release the reference on error paths before returning, or to ensure the global state is consistent.",1449,270,1719
PAT19-R01,PAT19,vfio_pci_igd_cfg_init,random_comparable,pci_get_domain_bus_and_slot,pci_dev_put,drivers/vfio/pci/vfio_pci_igd.c,unknown,completed,inconsistent,yes,n/a,['pci_dev_put(lpc_bridge) on the error path when pci_get_domain_bus_and_slot for lpc_bridge fails'],"When pci_get_domain_bus_and_slot for lpc_bridge returns NULL, the function returns -ENODEV without releasing host_bridge, which was previously acquired and not released. This causes a reference leak of host_bridge.",1249,149,1398
PAT19-R02,PAT19,fch_clk_remove,random_comparable,pci_get_domain_bus_and_slot,pci_dev_put,drivers/clk/x86/clk-fch.c,unknown,completed,consistent,no,n/a,[],The function calls pci_get_domain_bus_and_slot and properly releases the reference with pci_dev_put on the normal exit path. The early return when rdev is NULL is safe because no reference was acquired. No bug.,881,112,993
PAT19-R03,PAT19,amd_pmf_probe,random_comparable,pci_get_domain_bus_and_slot,pci_dev_put,drivers/platform/x86/amd/pmf/core.c,unknown,completed,consistent,no,n/a,[],The function calls pci_get_domain_bus_and_slot and properly releases the reference via pci_dev_put on all error paths and before the final use. The resource does not escape; it is used locally and released. No bug.,1431,112,1543
PAT19-R04,PAT19,cxl_handle_cper_event,random_comparable,pci_get_domain_bus_and_slot,pci_dev_put,drivers/cxl/pci.c,unknown,completed,consistent,no,n/a,[],"The function calls pci_get_domain_bus_and_slot, which increments the reference count of the pci_dev. However, the variable pdev is declared with __free(pci_dev_put), which is a scope-based cleanup attribute that automatically calls pci_dev_put when pdev goes out of scope. This ensures the reference is released on all return paths, including early returns and normal exit. Therefore, the required defensive handling (pci_dev_put) is present via the __free attribute, and no bug exists.",1106,173,1279
PAT19-R05,PAT19,ibm_unconfigure_device,random_comparable,pci_get_domain_bus_and_slot,pci_dev_put,drivers/pci/hotplug/ibmphp_core.c,unknown,completed,consistent,no,n/a,[],"The function correctly calls pci_dev_put for each device obtained via pci_get_domain_bus_and_slot, and also releases func->dev. No leak or missing cleanup is present.",957,102,1059
PAT19-R06,PAT19,nouveau_hw_get_clock,random_comparable,pci_get_domain_bus_and_slot,pci_dev_put,drivers/gpu/drm/nouveau/dispnv04/hw.c,unknown,completed,inconsistent,yes,n/a,['pci_dev_put'],"The function calls pci_get_domain_bus_and_slot() which returns a PCI device with increased reference count, but never calls pci_dev_put() to release it. This causes a reference leak on every call that enters the affected branches. The returned pci_dev pointer is used only locally (passed to pci_read_config_dword) and does not escape the function, so the missing pci_dev_put is a real bug.",1099,162,1261
PAT19-R07,PAT19,amdgpu_device_suspend_display_audio,random_comparable,pci_get_domain_bus_and_slot,pci_dev_put,drivers/gpu/drm/amd/amdgpu/amdgpu_device.c,unknown,completed,consistent,no,n/a,[],The function calls pci_get_domain_bus_and_slot and properly releases the reference with pci_dev_put on both the error path (timeout) and the success path. No leak or missing cleanup is present.,1174,114,1288
PAT19-R08,PAT19,CDV_MSG_WRITE32,random_comparable,pci_get_domain_bus_and_slot,pci_dev_put,drivers/gpu/drm/gma500/cdv_device.c,unknown,completed,consistent,no,n/a,[],The function calls pci_get_domain_bus_and_slot and properly releases the reference with pci_dev_put after use. No missing defense.,882,96,978
PAT19-R09,PAT19,cgx_print_dmac_flt,random_comparable,pci_get_domain_bus_and_slot,pci_dev_put,drivers/net/ethernet/marvell/octeontx2/af/rvu_debugfs.c,unknown,completed,consistent,no,n/a,[],The function calls pci_get_domain_bus_and_slot and properly releases the reference with pci_dev_put before returning. No leak or missing cleanup.,1331,97,1428
P20,PAT20,am33xx_pm_rtc_setup,detected_bug,of_find_node_by_name,of_node_put,drivers/soc/ti/pm33xx.c,bug,completed,inconsistent,yes,yes,['of_node_put(np) on all paths after successful of_find_node_by_name'],"The function calls of_find_node_by_name(NULL, ""rtc"") to obtain a device node reference, but never calls of_node_put(np) to release it. This occurs on all paths: the normal return path (return 0) and the error paths (err_iounmap, err_clk_put). The node reference is not returned or stored externally; it remains local, so the missing of_node_put causes a reference leak.",1271,179,1450
PAT20-R01,PAT20,mpc832x_rdb_setup_arch,random_comparable,of_find_node_by_name,of_node_put,arch/powerpc/platforms/83xx/mpc832x_rdb.c,unknown,completed,consistent,no,n/a,[],"The function calls of_find_node_by_name and properly releases the reference with of_node_put after use. The subsequent for_each_node_by_name loop internally handles node reference counting (it puts the previous node and gets the next), so no additional of_node_put is needed. No bug.",888,128,1016
PAT20-R02,PAT20,pmac_has_backlight_type,random_comparable,of_find_node_by_name,of_node_put,arch/powerpc/platforms/powermac/backlight.c,unknown,completed,consistent,no,n/a,[],"The function calls of_find_node_by_name and properly releases the node reference via of_node_put on both the success path (when the property matches) and the normal exit path (when the property does not match or is absent). The node does not escape the function, so local cleanup is required and is correctly performed. No bug.",863,132,995
PAT20-R03,PAT20,vio_init,random_comparable,of_find_node_by_name,of_node_put,arch/sparc/kernel/vio.c,unknown,completed,inconsistent,yes,n/a,['of_node_put(cdev_node) on error path'],"The function calls of_find_node_by_name(NULL, ""channel-devices"") which returns a node with a reference count that must be decremented via of_node_put. On the error paths labeled out_release, the function releases the mdesc handle but does not call of_node_put(cdev_node). This results in a reference leak of the device node. The node is stored in the global variable cdev_node, but the error paths exit without releasing it, and the function returns an error code, so the reference is leaked.",1285,182,1467
PAT20-R04,PAT20,agp_uninorth_probe,random_comparable,of_find_node_by_name,of_node_put,drivers/char/agp/uninorth-agp.c,unknown,completed,consistent,no,n/a,[],"The function calls of_find_node_by_name and properly releases the node with of_node_put on the success path. On error paths (e.g., when of_find_node_by_name returns NULL), no node is acquired, so no release is needed. The node does not escape the function; it is used locally and released before the function continues. No missing defensive handling.",1364,140,1504
PAT20-R05,PAT20,cpm_muram_init,random_comparable,of_find_node_by_name,of_node_put,drivers/soc/fsl/qe/qe_common.c,unknown,completed,consistent,no,n/a,[],"The function calls of_find_node_by_name (via the legacy path) and of_find_compatible_node, both of which return a device node with a reference. The function correctly releases the reference via of_node_put(np) on all exit paths (both success and error). No leak or missing cleanup is present.",1235,128,1363
PAT20-R06,PAT20,ams_init,random_comparable,of_find_node_by_name,of_node_put,drivers/macintosh/ams/ams-core.c,unknown,completed,inconsistent,yes,n/a,['of_node_put on np before returning from ams_i2c_init or ams_pmu_init'],"The function calls of_find_node_by_name, which increments the reference count of the returned device_node. When the node is found and compatible, the function passes np to ams_i2c_init or ams_pmu_init and returns immediately without calling of_node_put. If the callee does not take ownership (i.e., does not call of_node_put itself), this leaks the reference. Additionally, if the node is not found or not compatible, the function returns -ENODEV without releasing np (which is NULL in that case, so no leak). The bug is that on the success paths, np is not released locally, and it is unclear whether the callee assumes ownership. Since the reference pattern requires paired cleanup and the function does not perform it, this is a real bug.",928,263,1191
PAT20-R07,PAT20,usbhs_rza1_hardware_init,random_comparable,of_find_node_by_name,of_node_put,drivers/usb/renesas_usbhs/rza.c,unknown,completed,consistent,no,n/a,[],"The function calls of_find_node_by_name twice and properly releases both nodes with of_node_put before any error return. The error path (when freq_usb == 0 and freq_extal != 12000000) returns -EIO after the of_node_put calls, so no leak occurs. No defensive handling is missing.",1138,136,1274
PAT20-R08,PAT20,smp_psurge_probe,random_comparable,of_find_node_by_name,of_node_put,arch/powerpc/platforms/powermac/smp.c,unknown,completed,consistent,no,n/a,[],"The function calls of_find_node_by_name and correctly pairs it with of_node_put on the success path. On the NULL return path, no cleanup is needed. No other of_find_node_by_name calls exist. The function does not leak the node reference.",1391,119,1510
PAT20-R09,PAT20,valkyriefb_init,random_comparable,of_find_node_by_name,of_node_put,drivers/video/fbdev/valkyriefb.c,unknown,completed,inconsistent,yes,n/a,"['of_node_put(dp) after of_find_node_by_name(NULL, ""valkyrie"")']","The function calls of_find_node_by_name(NULL, ""valkyrie"") which returns a device node with an incremented reference count. The node is used only locally (to obtain the address resource) and never escapes the function. However, the function does not call of_node_put(dp) before returning (either on success or on the error paths after the node is used). This results in a reference leak. The node is not returned, stored, or passed to any framework that takes ownership, so the local release is required.",1623,194,1817
PAT21-R01,PAT21,fuse_file_open,random_comparable,fuse_file_alloc,fuse_file_free,fs/fuse/file.c,unknown,completed,consistent,no,n/a,[],"The function calls fuse_file_alloc and properly handles all error paths: if fuse_send_open fails with an error other than -ENOSYS, fuse_file_free is called; if -ENOSYS, the args are freed and the ff is reused. The allocated ff is returned to the caller, so it escapes the function and does not need to be freed on success. No defensive handling is missing.",1118,143,1261
PAT21-R02,PAT21,fuse_create_open,random_comparable,fuse_file_alloc,fuse_file_free,fs/fuse/dir.c,unknown,completed,consistent,no,n/a,[],"The function correctly calls fuse_file_free on the error path after fuse_file_alloc succeeds (out_free_ff label). On success paths, the ff object escapes via file->private_data or is released via fuse_sync_release on error after inode creation. No missing defense.",1763,118,1881
PAT22-R01,PAT22,nouveau_platform_device_create,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/nouveau/nouveau_drm.c,unknown,completed,consistent,no,n/a,[],The function calls drm_dev_alloc and properly releases the reference via drm_dev_put on the error path (err_put label). The resource either escapes (returned to caller) or is cleaned up on failure. No inconsistency found.,954,113,1067
PAT22-R02,PAT22,sun4i_drv_bind,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/sun4i/sun4i_drv.c,unknown,completed,consistent,no,n/a,[],"The function calls drm_dev_alloc and properly releases the reference via drm_dev_put on all error paths (free_drm label). The drm pointer is not returned or stored in a way that escapes the function (it is stored in dev private data via dev_set_drvdata only after successful registration, and the function returns 0). No missing defensive handling is present.",1269,142,1411
PAT22-R03,PAT22,mtk_drm_bind,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/mediatek/mtk_drm_drv.c,unknown,completed,consistent,no,n/a,[],"The function calls drm_dev_alloc and properly releases the drm device via drm_dev_put on the error path (err_free label). The drm variable does not escape the function; it is stored in private->drm only after successful initialization, but on error paths it is set to NULL before drm_dev_put. No defensive handling is missing.",1110,138,1248
PAT22-R04,PAT22,nouveau_drm_probe,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/nouveau/nouveau_drm.c,unknown,completed,consistent,no,n/a,[],The function calls drm_dev_alloc and properly releases the reference via drm_dev_put on the error path (fail_drm label). The resource does not escape the function before cleanup; it is stored in a local variable and only used within the function. No inconsistency or missing defense is present.,1299,124,1423
PAT22-R05,PAT22,stm_drm_platform_probe,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/stm/drv.c,unknown,completed,consistent,no,n/a,[],The function calls drm_dev_alloc and properly releases the reference via drm_dev_put on both error paths (drv_load failure and drm_dev_register failure). The resource does not escape; it remains local and is cleaned up correctly. No bug.,950,119,1069
PAT22-R06,PAT22,imx_drm_bind,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/imx/ipuv3/imx-drm-core.c,unknown,completed,consistent,no,n/a,[],"The function calls drm_dev_alloc and stores the result in local variable drm. On all error paths (err_kms), drm_dev_put is called to release the reference. The resource does not escape before the error paths; it is only stored via dev_set_drvdata after successful initialization, but on error the driver data is cleared and drm_dev_put is still called. No missing defense.",1266,148,1414
PAT22-R07,PAT22,bochs_pci_probe,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/tiny/bochs.c,unknown,completed,consistent,no,n/a,[],"The function calls drm_dev_alloc and properly releases the device with drm_dev_put on all error paths (err_free_dev label). The device is stored in pci_set_drvdata but remains owned by the driver; drm_dev_put is still required on failure. The cleanup is present, so no bug.",1041,130,1171
PAT22-R08,PAT22,tve200_probe,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/tve200/tve200_drv.c,unknown,completed,consistent,no,n/a,[],"The function calls drm_dev_alloc and properly releases the reference via drm_dev_put on all error paths (dev_unref label). The drm_dev_put is called before returning error, and the drm device is stored in platform driver data and priv->drm, so it escapes the function on success. No missing defense.",1442,132,1574
PAT22-R09,PAT22,sti_bind,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/sti/sti_drv.c,unknown,completed,consistent,no,n/a,[],"The function calls drm_dev_alloc and properly releases the reference via drm_dev_put on all error paths (err_drm_dev_put label) and also calls sti_cleanup before that. The ddev variable does not escape the function (it is not returned or stored externally), so local cleanup is required and is present. No bug.",924,133,1057
