seed_defensive_op,func_name,var,security_sensitive_operation,security_sensitive_behavior,defensive_behavior
negative-check,stts751_read_reg16,integer,i2c_smbus_read_byte_data,"When i2c_smbus_read_byte_data reads data into integer, it creates a negative return value risk because the function may fail and return a negative error code.",The negative-check is executed after the read operation to prevent error propagation by returning the error code if the read fails.
negative-check,pata_ftide010_probe,irq,platform_get_irq,"When platform_get_irq retrieves the IRQ number for pdev, it creates an error handling risk because platform_get_irq may return a negative value indicating an error.",The negative-check is executed after retrieving the IRQ number to prevent invalid IRQ usage by returning the error code if irq is negative.
negative-check,ksz9477_resume,ret,phy_read,"When phy_read reads from phydev, it creates a negative return value risk because phy_read may fail and return a negative error code.",The negative-check is executed after the phy_read call to prevent error propagation by returning the error code if ret is negative.
negative-check,da9052_group_write,ret,regmap_write,"When regmap_write writes to da9052->regmap, it creates a risk of negative return value because regmap_write may fail and return a negative error code.",The negative-check is executed after the regmap_write call to prevent error propagation by returning the error code if ret is negative.
negative-check,dp83td510_led_hw_control_get,val,phy_read_mmd,"When phy_read_mmd reads from phydev, it creates a negative return value risk because phy_read_mmd may fail and return a value less than 0.",The negative-check is executed after the phy_read_mmd call to prevent negative return value issues by returning val if it is less than 0.
negative-check,stm32_dfsdm_stop_dfsdm,ret,regmap_update_bits,"When regmap_update_bits updates the register via dfsdm->regmap, it creates an error handling risk because a negative return value indicates a failure in the register update operation.",The negative-check is executed after the register update attempts to prevent error propagation by returning the error code if the update fails.
negative-check,ov2640_s_ctrl,ret,i2c_smbus_write_byte_data,"When i2c_smbus_write_byte_data writes data using client, it creates communication failure risk because the device may not respond correctly if it is not powered up.",The negative-check is executed after the i2c_smbus_write_byte_data call to prevent communication errors by returning the error code if the write operation fails.
negative-check,target_lu_gp_lu_gp_id_store,ret,kstrtoul,"When kstrtoul converts page to lu_gp_id, it creates input validation risk because kstrtoul may fail and return a negative value if the input is invalid.",The negative-check is executed after the kstrtoul call to prevent invalid input handling by returning an error code if ret is negative.
negative-check,hfsc_change_class,err,nla_parse_nested_deprecated,"When nla_parse_nested_deprecated() parses the nested attributes into tb, it creates an error handling risk because a negative return value indicates a failure in parsing that could lead to undefined behavior if not checked.",The negative-check is executed immediately after the parsing operation to prevent error propagation by returning the error code if parsing fails.
negative-check,snd_sbmixer_add_ctl,err,snd_ctl_add,"When snd_ctl_add adds ctl to chip->card, it creates error handling risk because snd_ctl_add may fail and return a negative error code.",The negative-check is executed after the call to snd_ctl_add to prevent error propagation by returning the error code if it is negative.
negative-check,snd_msnd_pcm,err,snd_pcm_new,"When snd_pcm_new allocates memory for pcm, it creates error handling risk because snd_pcm_new may return a negative error code indicating failure.",The negative-check is executed after the call to snd_pcm_new to prevent error propagation by returning the error code if the allocation fails.
negative-check,tp_event_has_id,fd,open,"When open opens evt_path, it creates a negative file descriptor risk because open may fail and return a negative value.",The negative-check is executed after the open call to prevent invalid file descriptor usage by returning -EINVAL if fd is less than 0.
negative-check,e3x0_button_probe,irq_press,platform_get_irq_byname,"When platform_get_irq_byname retrieves the IRQ for irq_press, it creates an error risk because the function may return a negative value indicating failure.",The negative-check is executed after the IRQ retrieval to prevent error propagation by returning the error code if irq_press is negative.
negative-check,snd_cs5530_create,err,pcim_enable_device,"When pcim_enable_device() is called on pci, it creates error handling risk because pcim_enable_device() may return a negative value indicating a failure to enable the device.",The negative-check is executed after the function call to prevent error propagation by returning err if the device enabling fails.
negative-check,stmfts_read_events,ret,i2c_transfer,"When i2c_transfer sends messages using msgs, it creates communication failure risk because i2c_transfer may return a negative value indicating an error.",The negative-check is executed after the i2c_transfer call to prevent error propagation by returning the error code if ret is negative.
negative-check,ad5064_i2c_write,ret,i2c_master_send,"When i2c_master_send sends data using st->data.i2c, it creates communication failure risk because i2c_master_send may return a negative value indicating an error.",The negative-check is executed after the i2c_master_send call to prevent error propagation by returning the error code if ret is less than 0.
negative-check,ffs_fs_parse_param,opt,fs_parse,"When fs_parse parses parameters for opt, it creates error handling risk because fs_parse may return a negative value indicating an error.",The negative-check is executed after the fs_parse call to prevent error propagation by returning the error code if opt is negative.
negative-check,stk3310_read_raw,ret,regmap_bulk_read,"When regmap_bulk_read reads from data->regmap, it creates a negative return value risk because the read operation may fail and return an error code.",The negative-check is executed after the regmap_bulk_read call to prevent error propagation by handling the failure and unlocking the mutex.
negative-check,imx296_power_on,ret,regulator_bulk_enable,"When regulator_bulk_enable enables supplies for sensor, it creates error handling risk because a negative return value indicates a failure to enable the regulator.",The negative-check is executed after the regulator_bulk_enable call to prevent error propagation by returning the error code if enabling fails.
negative-check,tps23881_irq_event_classification,ret,i2c_smbus_read_word_data,"When i2c_smbus_read_word_data is called on priv->client, it creates a negative return value risk because the function may fail and return a negative error code.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is less than 0.
negative-check,mcp4728_store_eeprom,ret,kstrtobool,"When kstrtobool converts buf to a boolean state, it creates a risk of invalid input because kstrtobool may return a negative value on failure.",The negative-check is executed after the kstrtobool call to prevent invalid input handling by returning an error code if ret is negative.
negative-check,rvu_dbg_npc_mcam_info_display,blkaddr,rvu_get_blkaddr,"When rvu_get_blkaddr retrieves the block address for blkaddr, it creates an invalid address risk because rvu_get_blkaddr may return a negative value indicating an error.",The negative-check is executed after blkaddr assignment to prevent invalid address usage by returning -ENODEV if blkaddr is negative.
negative-check,btrfs_search_prev_slot,ret,btrfs_search_slot,"When btrfs_search_slot is called on ret, it creates error handling risk because btrfs_search_slot may return a negative value indicating an error.",The negative-check is executed after the call to btrfs_search_slot to prevent error propagation by returning the error code if ret is less than 0.
negative-check,ps_device_set_player_id,ret,ida_alloc,"When ida_alloc allocates an ID for ps_player_id_allocator, it creates an error handling risk because failure to check the return value may lead to incorrect behavior if the allocation fails.",The negative-check is executed when ret is less than 0 to prevent error propagation by returning the error code immediately.
negative-check,msg_timeout_store,ret,kstrtouint,"When kstrtouint converts buf to an unsigned integer and stores it in dev->msg_timeout, it creates an invalid input risk because buf may contain non-numeric data leading to an error code.",The negative-check is executed after the kstrtouint call to prevent invalid input errors by returning the error code if the conversion fails.
negative-check,dfsdm_adc_audio_set_spiclk,ret,kstrtoint,"When kstrtoint converts buf to an integer for spi_freq, it creates an error risk because kstrtoint may fail and return a negative value indicating an error.",The negative-check is executed after the kstrtoint call to prevent error propagation by returning the error code if ret is negative.
negative-check,ethnl_act_cable_test_tdr_cfg,ret,nla_parse_nested,"When nla_parse_nested parses the nested attributes into tb, it creates a risk of invalid return value because nla_parse_nested may fail and return a negative error code.",The negative-check is executed after nla_parse_nested to prevent invalid return value issues by returning the error code if ret is less than 0.
negative-check,CIFSSMBSetEA,rc,smb_init,"When smb_init initializes pSMB and pSMBr, it creates a risk of negative return value because smb_init may fail and return a negative error code.",The negative-check is executed immediately after smb_init to prevent error propagation by returning the error code if initialization fails.
negative-check,ohci_hcd_pxa27x_drv_resume,status,pxa27x_start_hc,"When pxa27x_start_hc is called on status, it creates error handling risk because a negative status indicates a failure in starting the hardware controller.",The negative-check is executed after the call to pxa27x_start_hc to prevent error propagation by returning the status if it indicates a failure.
negative-check,tps65910_set_ext_sleep_config,ret,regmap_set_bits,"When regmap_set_bits is called on mfd->regmap, it creates an error risk because the return value may indicate a failure in configuring the external control registers.",The negative-check is executed after the regmap_set_bits calls to prevent error propagation by returning the error code if the configuration fails.
negative-check,txx9ndfmc_correct_data,stat,rawnand_sw_hamming_correct,"When rawnand_sw_hamming_correct is called on stat, it creates a negative return value risk because rawnand_sw_hamming_correct may indicate an error condition with a negative value.",The negative-check is executed after the function call to prevent error propagation by returning the negative status code immediately.
negative-check,bpmp_populate_dir,err,seqbuf_read_u32,"When seqbuf_read_u32 reads data into d, it creates malformed data risk because the function may return an error code indicating invalid data.",The negative-check is executed after the seqbuf_read_u32 call to prevent error propagation by returning the error code if the read operation fails.
negative-check,amdtp_motu_set_parameters,err,amdtp_stream_set_parameters,"When amdtp_stream_set_parameters is called with s, rate, and data_block_quadlets, it creates an error risk because the function may return a negative error code indicating a failure in setting parameters.",The negative-check is executed after the call to amdtp_stream_set_parameters to prevent error propagation by returning the error code if it is negative.
negative-check,wsa_macro_set_interpolator_rate,ret,wsa_macro_set_mix_interpolator_rate,"When wsa_macro_set_mix_interpolator_rate is called with ret, it creates a negative return value risk because the function may fail and return an error code.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is less than 0.
negative-check,sja1105_vlan_del,match,sja1105_is_vlan_configured,"When sja1105_is_vlan_configured checks the VLAN configuration for vid, it creates a risk of invalid configuration access because match may indicate an error condition that is not handled properly.",The negative-check is executed when match is less than 0 to prevent invalid access by returning early.
negative-check,macsmc_hwmon_read_f32_scaled,ret,apple_smc_read_u32,"When apple_smc_read_u32 reads a value into fval, it creates a risk of handling an error code because the function may fail and return a negative value in ret.",The negative-check is executed after the function call to prevent error propagation by returning ret if it indicates a failure.
negative-check,snd_usb_endpoint_prepare,err,endpoint_set_interface,"When endpoint_set_interface is called on ep, it creates a risk of negative return value because the function may fail and return an error code.",The negative-check is executed after the call to endpoint_set_interface to prevent error propagation by returning the error code if it is negative.
negative-check,spwr_ac_update_unlocked,status,ssam_retry,"When ssam_retry is called on ac->state, it creates a risk of negative status because ssam_retry may fail and return a negative value indicating an error.",The negative-check is executed after the status assignment to prevent error propagation by returning the status if it is negative.
negative-check,pm860x_init_charger,ret,pm860x_reg_read,"When pm860x_reg_read reads from info->i2c, it creates error risk because pm860x_reg_read may return a negative value indicating a failure.",The negative-check is executed after the read operation to prevent error propagation by returning the error code if ret is negative.
negative-check,sdw_cdns_prepare_read_pd0_buffer,data_written,sdw_cdns_copy_write_data,"When sdw_cdns_copy_write_data writes data to dma_buffer, it creates a risk of negative return value because the function may fail and return a negative value indicating an error.",The negative-check is executed after the call to sdw_cdns_copy_write_data to prevent error propagation by returning the error code if data_written is negative.
negative-check,rxgk_pad_out,ret,skb_store_bits,"When skb_store_bits stores bits in response, it creates a negative return value risk because skb_store_bits may fail and return a negative error code.",The negative-check is executed after the skb_store_bits call to prevent error propagation by returning the error code if ret is negative.
negative-check,rmi_suspend_functions,retval,suspend_one_function,"When suspend_one_function is called on entry, it creates error handling risk because suspend_one_function may return a negative value indicating failure.",The negative-check is executed after the function call to prevent error propagation by returning retval if it indicates an error.
negative-check,ap192_ak4114_init,err,snd_ak4114_create,"When snd_ak4114_create is called, it creates an error risk because the function may return a negative error code indicating a failure in initialization.",The negative-check is executed after the function call to prevent error propagation by returning the error code if initialization fails.
negative-check,veml3235_probe,ret,veml3235_regfield_init,"When veml3235_regfield_init(data) is called, it creates a risk of negative return value because the function may fail and return an error code.",The negative-check is executed after veml3235_regfield_init(data) to prevent error propagation by returning the error code if ret is negative.
negative-check,qsee_uefi_set_variable,status,ucs2_strscpy,"When ucs2_strscpy copies the string into req_data, it creates a negative return value risk because ucs2_strscpy may fail and return a negative status code.",The negative-check is executed after the string copy to prevent invalid parameter errors by returning EFI_INVALID_PARAMETER if the status is negative.
negative-check,am2315_read_raw,ret,am2315_read_data,"When am2315_read_data is called on data, it creates a risk of negative return value because am2315_read_data may fail and return a negative error code.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is less than 0.
negative-check,rt712_sdca_index_update_bits,ret,rt712_sdca_index_read,"When rt712_sdca_index_read reads from rt712, it creates error handling risk because rt712_sdca_index_read may return a negative value indicating a failure.",The negative-check is executed if ret < 0 to prevent error propagation by returning the error code early.
negative-check,ice_ptp_cfg_perout,pin_desc_idx,ice_ptp_find_pin_idx,"When ice_ptp_find_pin_idx is called to assign pin_desc_idx, it creates an error handling risk because pin_desc_idx may be negative if the pin index is not found.",The negative-check is executed after the assignment to prevent invalid index usage by returning an error code if pin_desc_idx is negative.
negative-check,property_entry_read_string_array,array_len,property_entry_count_elems_of_size,"When property_entry_count_elems_of_size counts elements for props, it creates an invalid return value risk because a negative count indicates an error in retrieving the property entry.",The negative-check is executed after the count to prevent invalid return value usage by returning early if array_len is negative.
negative-check,sys_get_curr_temp,ret,intel_tcc_get_temp,"When intel_tcc_get_temp retrieves temperature data for zonedev->cpu, it creates a negative return value risk because the function may fail and return an error code.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is less than 0.
negative-check,platform_profile_victus_set,err,platform_profile_victus_set_ec,"When platform_profile_victus_set_ec is called with profile, it creates an error risk because platform_profile_victus_set_ec may return a negative error code indicating a failure.",The negative-check is executed after the function call to prevent error propagation by returning the error code if it is negative.
negative-check,agilent_82350b_generic_attach,retval,init_82350a_hardware,"When init_82350a_hardware is called with board and config, it creates a risk of returning an error code because the function may fail and return a negative value that is not handled properly.",The negative-check is executed after the call to init_82350a_hardware to prevent error propagation by returning retval if it is less than 0.
negative-check,usb_audio_probe,err,snd_usb_apply_boot_quirk,"When snd_usb_apply_boot_quirk is called on err, it creates error handling risk because err may indicate a failure in applying the boot quirk.",The negative-check is executed after the function call to prevent error propagation by returning the error code if err is negative.
negative-check,rzg2l_gpio_child_to_parent_hwirq,gpioint,rzg2l_gpio_get_gpioint,"When rzg2l_gpio_get_gpioint retrieves gpioint for child, it creates negative return value risk because the function may return a negative value indicating an error.",The negative-check is executed after gpioint assignment to prevent negative return value issues by returning early if gpioint is less than 0.
negative-check,lm75_i3c_reg_read,ret,i3c_device_do_xfers,"When i3c_device_do_xfers performs data transfers using xfers, it creates a negative return value risk because the function may fail and return an error code.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is less than 0.
negative-check,tt3650_ci_set_video_port,ret,tt3650_ci_msg_locked,"When tt3650_ci_msg_locked sends a message with ret, it creates error handling risk because ret may indicate a failure that needs to be addressed.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is negative.
negative-check,ksz9131_config_init,ret,ksz9131_of_load_skew_values,"When ksz9131_of_load_skew_values is called with phydev, it creates a risk of negative return values because the function may fail and return an error code.",The negative-check is executed after each call to ksz9131_of_load_skew_values to prevent error propagation by returning the error code immediately.
negative-check,read_procfs,res,getline,"When getline reads from fd, it creates a risk of negative return value because getline may fail and return a negative value if an error occurs or end of file is reached.",The negative-check is executed after the getline call to prevent error propagation by returning -1 if res is negative.
negative-check,iscsit_send_logout,rc,iscsit_build_logout_rsp,"When iscsit_build_logout_rsp is called on rc, it creates error handling risk because rc may indicate a failure in building the logout response.",The negative-check is executed after the call to iscsit_build_logout_rsp to prevent error propagation by returning the error code if rc is less than 0.
negative-check,parse_usdt_spec,len,parse_usdt_arg,"When parse_usdt_arg parses the argument string s, it creates negative return value risk because parse_usdt_arg may return a negative value indicating an error.",The negative-check is executed after the call to parse_usdt_arg to prevent negative return value issues by returning the error code immediately.
negative-check,dsp_allocate_router_ports,status,chipio_send,"When chipio_send sends a command using codec, it creates error handling risk because chipio_send may return a negative status indicating failure.",The negative-check is executed after the status assignment to prevent error propagation by returning the status if it indicates an error.
negative-check,kbd_function_keys_show,ret,toshiba_function_keys_get,"When toshiba_function_keys_get retrieves the mode value into ret, it creates error handling risk because ret may indicate a failure condition that needs to be checked.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is negative.
negative-check,dummy_pcm_open,err,ops,"When ops->create is called on substream, it creates an error risk because ops->create may return a negative value indicating a failure.",The negative-check is executed after the call to ops->create to prevent error propagation by returning the error code if it is negative.
negative-check,set_kbbl,ret,send_kbbl_msg,"When send_kbbl_msg sends a message using ret, it creates error handling risk because send_kbbl_msg may return a negative value indicating failure.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is negative.
negative-check,max98396_dai_tdm_slot,ret,max98396_pcm_config_index,"When max98396_pcm_config_index is called with slots and slot_width, it creates a negative return value risk because the function may fail and return a negative error code indicating an invalid configuration.",The negative-check is executed after the function call to prevent error propagation by logging the error and returning -EINVAL.
negative-check,subflow_chk_local_id,err,mptcp_pm_get_local_id,"When mptcp_pm_get_local_id is called on err, it creates a risk of negative return value because err may indicate a failure in obtaining the local ID.",The negative-check is executed after the call to mptcp_pm_get_local_id to prevent error propagation by returning the error code if it is negative.
negative-check,drm_syncobj_export_sync_file,fd,get_unused_fd_flags,"When get_unused_fd_flags allocates a file descriptor for fd, it creates an error handling risk because a negative value indicates a failure to obtain a valid file descriptor.",The negative-check is executed after fd is assigned to prevent invalid file descriptor usage by returning early if fd is negative.
negative-check,at91_pm_modes_select,standby,match_token,"When match_token processes s, it creates an invalid value risk for standby because match_token may return a negative value indicating an error.",The negative-check is executed after the match_token call to prevent invalid value usage by returning early if standby is negative.
negative-check,snd_hda_jack_add_kctls,err,add_jack_kctl,"When add_jack_kctl is called with invalid parameters, it creates a risk of undefined behavior because the function may return an error code that needs to be handled properly.",The negative-check is executed after each call to add_jack_kctl to prevent error propagation by returning the error code if the operation fails.
negative-check,pinconf_generic_dt_subnode_to_map,ret,of_property_count_strings,"When of_property_count_strings() counts strings for np, it creates a negative return risk because the function may return a negative value indicating an error.",The negative-check is executed after the function call to prevent skipping necessary processing by returning early if an error is detected.
negative-check,nvmet_bdev_execute_zmgmt_send_all,ret,blkdev_zone_mgmt,"When blkdev_zone_mgmt executes a zone management operation on req->ns->bdev, it creates an error handling risk because blkdev_zone_mgmt may return a negative value indicating a failure.",The negative-check is executed after the blkdev_zone_mgmt call to prevent invalid status returns by handling error codes appropriately.
negative-check,snd_sbmixer_new,err,snd_sbmixer_init,"When snd_sbmixer_init is called with chip, it creates an error handling risk because if snd_sbmixer_init fails, the error must be handled properly to avoid undefined behavior.",The negative-check is executed after the call to snd_sbmixer_init to prevent error propagation by returning the error code if the initialization fails.
negative-check,smp_generate_rpa,err,smp_ah,"When smp_ah is called with irk, &rpa->b[3], and rpa->b, it creates an error risk because smp_ah may return a negative error code indicating a failure in processing.",The negative-check is executed after the call to smp_ah to prevent error propagation by returning the error code if it is negative.
negative-check,mmc35240_write_raw,i,mmc35240_get_samp_freq_index,"When mmc35240_get_samp_freq_index is called on data, it creates negative return value risk because the function may return a negative index indicating an error.",The negative-check is executed after the function call to prevent invalid index usage by returning -EINVAL if the index is negative.
negative-check,snd_pmac_awacs_init,err,build_mixers,"When build_mixers is called with chip, it creates an error risk because build_mixers may fail and return a negative error code.",The negative-check is executed after build_mixers calls to prevent error propagation by returning the error code if it is negative.
negative-check,tcpm_pd_build_request,ret,tcpm_pd_select_pdo,"When tcpm_pd_select_pdo is called, it creates a risk of negative return value because the function may fail and return an error code.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is less than 0.
negative-check,extcon_set_state_sync,ret,extcon_set_state,"When extcon_set_state is called on ret, it creates error handling risk because extcon_set_state may return a negative value indicating failure.",The negative-check is executed after the function call to prevent error propagation by returning ret if it indicates an error.
negative-check,f2fs_find_target_dentry,res,f2fs_match_name,"When f2fs_match_name is called with d->inode, fname, d->filename[bit_pos], and le16_to_cpu(de->name_len), it creates an error handling risk because f2fs_match_name may return a negative error code indicating a failure.",The negative-check is executed after the call to f2fs_match_name to prevent error propagation by returning an error pointer if res is negative.
negative-check,bpf_dummy_ops_btf_struct_access,type_id,btf_find_by_name_kind,"When btf_find_by_name_kind retrieves the type_id for 'bpf_dummy_ops_state', it creates a risk of invalid access because a negative type_id indicates that the type was not found, leading to potential unauthorized access to memory.",The negative-check is executed immediately after the type_id assignment to prevent invalid access by returning an error if the type_id is negative.
negative-check,bmi270_nomotion_event_en,irq_reg,bmi270_int_map_reg,"When bmi270_int_map_reg(data->irq_pin) assigns to irq_reg, it creates an error handling risk because bmi270_int_map_reg may return a negative value indicating an error.",The negative-check is executed after the assignment to prevent error propagation by returning the error code if irq_reg is negative.
negative-check,avs_fw_manifest_strip_verify,offset,avs_fw_manifest_offset,"When avs_fw_manifest_offset(fw) calculates offset, it creates an out-of-bounds access risk because offset may be negative if the firmware manifest is invalid.",The negative-check is executed after calculating offset to prevent out-of-bounds access by returning early if offset is less than zero.
negative-check,do_ipv6_getsockopt,len,ipv6_getsockopt_sticky,"When ipv6_getsockopt_sticky() assigns to len, it creates negative return value risk because ipv6_getsockopt_sticky() may return a negative value indicating an error.",The negative-check is executed after the assignment to prevent error propagation by returning the error code if len is negative.
negative-check,mchp_rds_ptp_perout,ret,mchp_get_pulsewidth,"When mchp_get_pulsewidth retrieves pulsewidth for phydev, it creates negative return risk because failure to handle a negative return value can lead to undefined behavior.",The negative-check is executed after the call to mchp_get_pulsewidth to prevent undefined behavior by returning early if ret is negative.
negative-check,drv_start,ret,drv_set_pan_id,"When drv_set_pan_id is called on ret, it creates error handling risk because drv_set_pan_id may return a negative value indicating failure.",The negative-check is executed after the drv_set_pan_id call to prevent error propagation by returning ret if it indicates an error.
negative-check,wm8995_set_fll,ret,wm8995_get_fll_config,"When wm8995_get_fll_config is called with &fll, freq_in, freq_out, it creates a risk of negative return value because wm8995_get_fll_config may fail and return an error code.",The negative-check is executed after the call to wm8995_get_fll_config to prevent error propagation by returning the error code if ret is less than 0.
negative-check,set_led_id,err,snd_ctl_led_set_id,"When snd_ctl_led_set_id is called with err, it creates a risk of handling an error code improperly because snd_ctl_led_set_id may return a negative error code indicating failure.",The negative-check is executed after the function call to prevent improper error handling by returning the error code if it is negative.
negative-check,ad9523_setup,ret,ad9523_write,"When ad9523_write writes to indio_dev, it creates a risk of undefined behavior because ad9523_write may fail and return a negative value, which is not handled before subsequent operations.",The negative-check is executed after each ad9523_write call to prevent undefined behavior by returning early if ret is negative.
negative-check,ing_xdp,ret,bpf_xdp_adjust_meta,"When bpf_xdp_adjust_meta adjusts metadata for ctx, it creates a negative return risk because the function may fail and return a negative value indicating an error.",The negative-check is executed if ret < 0 to prevent erroneous processing by returning XDP_DROP.
negative-check,default_polling_getkey,rc,dev,"When dev->em28xx_read_reg_req_len is called on dev, it creates a negative return value risk because the function may fail and return a negative error code.",The negative-check is executed after the function call to prevent error propagation by returning the error code if rc is less than 0.
negative-check,gnss_serial_register,ret,gnss_serial_set_power,"When gnss_serial_set_power is called on ret, it creates error handling risk because gnss_serial_set_power may return a negative value indicating failure.",The negative-check is executed after the call to gnss_serial_set_power to prevent error propagation by returning ret if it indicates an error.
negative-check,tcpmss_tg4,ret,tcpmss_mangle_packet,"When tcpmss_mangle_packet modifies skb, it creates a risk of invalid packet manipulation because a negative return value indicates an error in processing the packet.",The negative-check is executed after the function call to prevent invalid packet processing by dropping the packet if ret is negative.
negative-check,lt9211_parse_dt,ret,drm_of_find_panel_or_bridge,"When drm_of_find_panel_or_bridge retrieves a panel or bridge for ret, it creates an error handling risk because drm_of_find_panel_or_bridge may return a negative error code indicating failure.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is negative.
negative-check,sof_card_late_probe,err,snd_soc_dapm_sync,"When snd_soc_dapm_sync(dapm) assigns to err, it creates error handling risk because err may indicate a failure in the synchronization process.",The negative-check is executed after the assignment to err to prevent error propagation by returning err if it indicates a failure.
negative-check,is_idx_node_in_use,ret,is_idx_node_in_tnc,"When is_idx_node_in_tnc is called on ret, it creates a risk of negative return value because is_idx_node_in_tnc may indicate an error condition with a negative value.",The negative-check is executed after the function call to prevent error propagation by returning the negative value if ret is less than 0.
negative-check,idxd_device_load_config,rc,idxd_wq_load_config,"When idxd_wq_load_config is called on wq, it creates error handling risk because idxd_wq_load_config may return a negative value indicating a failure.",The negative-check is executed after the call to idxd_wq_load_config to prevent error propagation by returning rc if it is less than 0.
negative-check,wl1271_init_beacon_broadcast,ret,wl1271_acx_bcn_dtim_options,"When wl1271_acx_bcn_dtim_options is called on ret, it creates a risk of negative return value because the function may fail and return an error code.",The negative-check is executed after the function call to prevent error propagation by returning the error code if ret is less than 0.
negative-check,tps68470_pmic_common_handler,ret,pmic_get_reg_bit,"When pmic_get_reg_bit retrieves a register value into ret, it creates error handling risk because ret may indicate a failure condition that needs to be checked before proceeding.",The negative-check is executed after the call to pmic_get_reg_bit to prevent invalid parameter errors by returning AE_BAD_PARAMETER if ret indicates an error.
negative-check,wm8994_gpio_get,ret,wm8994_reg_read,"When wm8994_reg_read reads from wm8994, it creates an error handling risk because wm8994_reg_read may return a negative value indicating a failure.",The negative-check is executed after the read operation to prevent error propagation by returning the error code if ret is negative.
negative-check,afs_getattr,ret,afs_validate,"When afs_validate validates vnode with key, it creates error handling risk because afs_validate may return a negative error code indicating a failure.",The negative-check is executed after the afs_validate call to prevent error propagation by returning the error code if ret is negative.
negative-check,btf_rewrite_str,off,btf__add_str,"When btf__add_str adds a string to p->dst, it creates negative return value risk because btf__add_str may fail and return a negative error code.",The negative-check is executed after the call to btf__add_str to prevent error propagation by returning the error code if off is negative.
negative-check,tusb6010_setup_interface,status,gpmc_cs_request,"When gpmc_cs_request requests resources for async, it creates a negative status risk because gpmc_cs_request may fail and return a negative status code.",The negative-check is executed after gpmc_cs_request to prevent error propagation by returning the status if it is negative.
negative-check,mma8452_read,ret,mma8452_drdy,"When mma8452_drdy(data) is called, it creates a risk of negative return value because the function may indicate an error condition.",The negative-check is executed after the call to mma8452_drdy to prevent error propagation by returning the error code if ret is less than 0.
negative-check,ad5933_setup,ret,ad5933_reset,"When ad5933_reset is called on st, it creates a negative return value risk because ad5933_reset may fail and return a negative error code.",The negative-check is executed after the call to ad5933_reset to prevent error propagation by returning the error code if ret is negative.
negative-check,drxj_dap_scu_atomic_read_reg16,rc,drxj_dap_scu_atomic_read_write_block,"When drxj_dap_scu_atomic_read_write_block reads from the device at addr, it creates a negative return value risk because the function may fail and return an error code.",The negative-check is executed after the function call to prevent error propagation by returning the error code if rc is less than 0.
negative-check,sched_feat_set,i,match_string,"When match_string() accesses sched_feat_names with cmp, it creates an out-of-bounds risk because cmp may not match any valid entry in the array.",The negative-check is executed after the match_string call to prevent invalid index access by returning early if i is negative.
negative-check,vhost_vsock_init,ret,vsock_core_register,"When vsock_core_register registers the transport, it creates an error handling risk because a negative return value indicates a failure that must be managed properly.",The negative-check is executed after the vsock_core_register call to prevent improper handling of the transport registration failure by returning the error code.
negative-check,persistent_prepare_merge,r,area_io,"When area_io is called on ps, it creates negative return value risk because area_io may fail and return a negative value indicating an error.",The negative-check is executed after the area_io call to prevent error propagation by returning the error code if r is less than 0.
negative-check,btf_load_from_kernel,btf_fd,bpf_btf_get_fd_by_id_opts,"When bpf_btf_get_fd_by_id_opts retrieves a file descriptor for btf_fd, it creates an error handling risk because bpf_btf_get_fd_by_id_opts may return a negative value indicating an error.",The negative-check is executed after the assignment to btf_fd to prevent invalid file descriptor usage by returning an error pointer if btf_fd is negative.
negative-check,ath12k_pci_ext_irq_config,ret,ath12k_pci_get_user_msi_assignment,"When ath12k_pci_get_user_msi_assignment assigns a value to ret, it creates error handling risk because a negative return value indicates a failure in obtaining MSI assignment.",The negative-check is executed immediately after the function call to prevent error propagation by returning the error code if ret is negative.
negative-check,aq_mdio_busy_wait,err,readx_poll_timeout_atomic,"When readx_poll_timeout_atomic reads the status of hw_atl_mdio_busy_get, it creates error handling risk because the function may return a negative error code indicating a failure.",The negative-check is executed after the readx_poll_timeout_atomic call to prevent error propagation by returning false if an error occurred.
negative-check,dlm_listen_for_all,result,sock_create_kern,"When sock_create_kern creates a socket for sock, it creates resource allocation failure risk because sock_create_kern may return a negative result indicating failure to create the socket.",The negative-check is executed after the socket creation attempt to prevent resource allocation failure by returning the error code if socket creation fails.
negative-check,mp2993_identify,ret,mp2993_set_vout_format,"When mp2993_set_vout_format is called on ret, it creates error handling risk because ret may indicate a failure in setting the output format.",The negative-check is executed after the function call to prevent error propagation by returning ret if it indicates an error.
negative-check,saa711x_probe,ident,saa711x_detect_chip,"When saa711x_detect_chip is called on ident, it creates an error risk because ident may be set to a negative value indicating a failure to detect the chip.",The negative-check is executed after the call to saa711x_detect_chip to prevent error propagation by returning the error code if ident is negative.
