sample_index,seed_defensive_op,func_name,var,security_sensitive_operation,sample_reason,source_kind,source_reference,code_excerpt
153,clk_put,dw_hdmi_qp_rockchip_bind,ref_clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int dw_hdmi_qp_rockchip_bind(struct device *dev, struct device *master, void *data) { struct platform_device *pdev = to_platform_device(dev); struct dw_hdmi_qp_plat_data pla"
154,clk_put,pxa3xx_get_clk_frequency_khz,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"unsigned int pxa3xx_get_clk_frequency_khz(int info) { struct clk *clk; unsigned long clks[5]; int i; for (i = 0; i < 5; i++) { clk = clk_get(NULL, get_freq_khz[i]); if (IS_ERR(clk)"
155,clk_put,clk_test_orphan_transparent_multiple_parent_mux_set_parent_set_range_modified,parent,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static void clk_test_orphan_transparent_multiple_parent_mux_set_parent_set_range_modified(struct kunit *test) { struct clk_multiple_parent_ctx *ctx = test->priv; struct clk_hw *hw 
156,clk_put,clocks_init,osc,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static void clocks_init(struct device *dev) { int e = 0; struct clk *osc; u32 rate; u8 ctrl = HFCLK_FREQ_26_MHZ; osc = clk_get(dev, ""fck""); if (IS_ERR(osc)) { printk(KERN_WARNING """
157,clk_put,ac97_get_enable_clk,adev->clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int ac97_get_enable_clk(struct ac97_codec_device *adev) { int ret; adev->clk = clk_get(&adev->dev, ""ac97_clk""); if (IS_ERR(adev->clk)) return PTR_ERR(adev->clk); ret = clk_p"
158,clk_put,clk_range_test_set_range_rate_minimized,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static void clk_range_test_set_range_rate_minimized(struct kunit *test) { struct clk_dummy_context *ctx = test->priv; struct clk_hw *hw = &ctx->hw; struct clk *clk = clk_hw_get_clk
159,clk_put,gxp_timer_init,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int __init gxp_timer_init(struct device_node *node) { void __iomem *base; struct clk *clk; u32 freq; int ret, irq; gxp_timer = kzalloc(sizeof(*gxp_timer), GFP_KERNEL); if (!"
160,clk_put,armada_8k_cpufreq_init,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int __init armada_8k_cpufreq_init(void) { int ret = 0, opps_index = 0, cpu, nb_cpus; struct freq_table *freq_tables; struct device_node *node; static struct cpumask cpus, sh"
161,clk_put,omap2_mcbsp_set_clks_src,fck_src,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int omap2_mcbsp_set_clks_src(struct omap_mcbsp *mcbsp, u8 fck_src_id) { struct clk *fck_src; const char *src; int r; if (fck_src_id == MCBSP_CLKS_PAD_SRC) src = ""pad_fck""; e"
162,clk_put,rockchip_usb_phy_init,rk_phy->clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int rockchip_usb_phy_init(struct rockchip_usb_phy_base *base, struct device_node *child) { struct rockchip_usb_phy *rk_phy; unsigned int reg_offset; const char *clk_name; st"
163,clk_put,clk_test_set_get_rate,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static void clk_test_set_get_rate(struct kunit *test) { struct clk_dummy_context *ctx = test->priv; struct clk_hw *hw = &ctx->hw; struct clk *clk = clk_hw_get_clk(hw, NULL); unsign"
164,clk_put,siu_dai_set_sysclk,parent_clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int siu_dai_set_sysclk(struct snd_soc_dai *dai, int clk_id, unsigned int freq, int dir) { struct clk *siu_clk, *parent_clk; char *siu_name, *parent_name; int ret; if (dir !="
165,clk_put,orion_mdio_xsmi_set_mdc_freq,mg_core,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static void orion_mdio_xsmi_set_mdc_freq(struct mii_bus *bus) { struct orion_mdio_dev *dev = bus->priv; struct clk *mg_core; u32 div, freq, cfg; if (device_property_read_u32(bus->p"
166,clk_put,orion_wdt_probe,dev->clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int orion_wdt_probe(struct platform_device *pdev) { struct orion_watchdog *dev; const struct of_device_id *match; unsigned int wdt_max_duration; /* (seconds) */ int ret, irq"
167,clk_put,dma2d_probe,dev->gate,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int dma2d_probe(struct platform_device *pdev) { struct dma2d_dev *dev; struct video_device *vfd; int ret = 0; dev = devm_kzalloc(&pdev->dev, sizeof(*dev), GFP_KERNEL); if (!"
168,clk_put,get_clock_deps,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int get_clock_deps(struct device *dev) { static const char * const clock_deps_name[] = { ""hsi"", ""hse"", ""csi"", ""lsi"", ""lse"", }; size_t deps_size = sizeof(struct clk *) * ARRA"
169,clk_put,kirkwood_dt_eth_fixup,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static void __init kirkwood_dt_eth_fixup(void) { struct device_node *np; /* * The ethernet interfaces forget the MAC address assigned by u-boot * if the clocks are turned off. Usua
170,clk_put,apsh4a3a_clk_init,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int apsh4a3a_clk_init(void) { struct clk *clk; int ret; clk = clk_get(NULL, ""extal""); if (IS_ERR(clk)) return PTR_ERR(clk); ret = clk_set_rate(clk, 33333000); clk_put(clk); "
171,clk_put,cpg_mssr_attach_dev,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"int cpg_mssr_attach_dev(struct generic_pm_domain *unused, struct device *dev) { struct cpg_mssr_clk_domain *pd = cpg_mssr_clk_domain; struct device_node *np = dev->of_node; struct "
172,clk_put,clk_range_test_set_range_get_rate_lowered,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static void clk_range_test_set_range_get_rate_lowered(struct kunit *test) { struct clk_dummy_context *ctx = test->priv; struct clk_hw *hw = &ctx->hw; struct clk *clk = clk_hw_get_c
173,clk_put,clk_add_alias,r,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"int clk_add_alias(const char *alias, const char *alias_dev_name, const char *con_id, struct device *dev) { struct clk *r = clk_get(dev, con_id); struct clk_lookup *l; if (IS_ERR(r)"
174,clk_put,clk_range_test_multiple_disjoints_range,user2,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static void clk_range_test_multiple_disjoints_range(struct kunit *test) { struct clk_dummy_context *ctx = test->priv; struct clk_hw *hw = &ctx->hw; struct clk *user1, *user2; user1"
175,clk_put,clk_range_test_set_range_get_rate_raised,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static void clk_range_test_set_range_get_rate_raised(struct kunit *test) { struct clk_dummy_context *ctx = test->priv; struct clk_hw *hw = &ctx->hw; struct clk *clk = clk_hw_get_cl
176,clk_put,clk_test_orphan_transparent_multiple_parent_mux_set_parent_drop_range,parent,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static void clk_test_orphan_transparent_multiple_parent_mux_set_parent_drop_range(struct kunit *test) { struct clk_multiple_parent_ctx *ctx = test->priv; struct clk_hw *hw = &ctx->
177,clk_put,realtime_counter_init,sys_clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static void __init realtime_counter_init(void) { void __iomem *base; static struct clk *sys_clk; unsigned long rate; unsigned int reg; unsigned long long num, den; base = ioremap(R"
178,clk_put,lpc32xx_nand_probe,host->clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static int lpc32xx_nand_probe(struct platform_device *pdev) { struct lpc32xx_nand_host *host; struct mtd_info *mtd; struct nand_chip *nand_chip; struct resource *rc; int res; /* Al
179,clk_put,omap_dm_timer_set_source,parent,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int omap_dm_timer_set_source(struct omap_dm_timer *cookie, int source) { int ret; const char *parent_name; struct clk *parent; struct dmtimer_platform_data *pdata; struct dm"
180,clk_put,system_timer_of_register,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int __init system_timer_of_register(struct device_node *np) { struct clk *clk = NULL; void __iomem *base; u32 rate; int ret; base = of_iomap(np, 0); if (!base) { pr_warn(""sy"
181,clk_put,clk_test_single_parent_mux_get_parent,parent,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static void clk_test_single_parent_mux_get_parent(struct kunit *test) { struct clk_single_parent_ctx *ctx = test->priv; struct clk_hw *hw = &ctx->hw; struct clk *clk = clk_hw_get_c
182,clk_put,alchemy_pci_probe,c,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static int alchemy_pci_probe(struct platform_device *pdev) { struct alchemy_pci_platdata *pd = pdev->dev.platform_data; struct alchemy_pci_context *ctx; void __iomem *virt_io; unsi
183,clk_put,calc_CCR,mclk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int calc_CCR(unsigned long scl_hz) { struct clk *mclk; unsigned long mck, m1, dff, odff, iclk; signed char cdf, cdfm; int scgd, scgdm, scgds; mclk = clk_get(NULL, ""periphera"
184,clk_put,dwc3_qcom_clk_init,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int dwc3_qcom_clk_init(struct dwc3_qcom *qcom, int count) { struct device *dev = qcom->dev; struct device_node *np = dev->of_node; int i; if (!np || !count) return 0; if (co"
185,clk_put,omap_dmic_select_fclk,parent_clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int omap_dmic_select_fclk(struct omap_dmic *dmic, int clk_id, unsigned int freq) { struct clk *parent_clk, *mux; char *parent_clk_name; int ret = 0; switch (freq) { case 120"
186,clk_put,asoc_mmp_sspa_probe,sspa->audio_clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int asoc_mmp_sspa_probe(struct platform_device *pdev) { struct sspa_priv *sspa; int ret; sspa = devm_kzalloc(&pdev->dev, sizeof(struct sspa_priv), GFP_KERNEL); if (!sspa) re"
187,clk_put,regmap_mmio_gen_context,ctx->clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static struct regmap_mmio_context *regmap_mmio_gen_context(struct device *dev, const char *clk_id, void __iomem *regs, const struct regmap_config *config) { struct regmap_mmio_cont"
188,clk_put,mps2_clocksource_init,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int __init mps2_clocksource_init(struct device_node *np) { void __iomem *base; struct clk *clk = NULL; u32 rate; int ret; const char *name = ""mps2-clksrc""; ret = of_property"
189,clk_put,samsung_pwm_alloc,pwm.timerclk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int __init samsung_pwm_alloc(struct device_node *np, const struct samsung_pwm_variant *variant) { u32 val; int i, ret; memcpy(&pwm.variant, variant, sizeof(pwm.variant)); fo"
190,clk_put,rt2800_init_registers,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static int rt2800_init_registers(struct rt2x00_dev *rt2x00dev) { struct rt2800_drv_data *drv_data = rt2x00dev->drv_data; u32 reg; u16 eeprom; u8 bbp; unsigned int i; int ret; rt280
191,clk_put,orion_wdt_clock_init,dev->clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int orion_wdt_clock_init(struct platform_device *pdev, struct orion_watchdog *dev) { int ret; dev->clk = clk_get(&pdev->dev, NULL); if (IS_ERR(dev->clk)) return PTR_ERR(dev-"
192,clk_put,ep93xx_i2s_probe,info->lrclk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int ep93xx_i2s_probe(struct platform_device *pdev) { struct ep93xx_i2s_info *info; int err; info = devm_kzalloc(&pdev->dev, sizeof(*info), GFP_KERNEL); if (!info) return -EN"
193,clk_put,omap_i2c_init,fclk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int omap_i2c_init(struct omap_i2c_dev *omap) { u16 psc = 0, scll = 0, sclh = 0; u16 fsscll = 0, fssclh = 0, hsscll = 0, hssclh = 0; unsigned long fclk_rate = 12000000; unsig"
194,clk_put,gic_clocksource_of_init,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int __init gic_clocksource_of_init(struct device_node *node) { struct clk *clk; int ret; if (!mips_gic_present() || !node->parent || !of_device_is_compatible(node->parent, """
195,clk_put,of_syscon_register,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static struct syscon *of_syscon_register(struct device_node *np, bool check_res) { struct clk *clk; struct regmap *regmap; void __iomem *base; u32 reg_io_width; int ret; struct reg"
196,clk_put,pcie_clk_init,port->fclk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static int __init pcie_clk_init(struct sh7786_pcie_port *port) { struct pci_channel *chan = port->hose; struct clk *clk; char fclk_name[16]; int ret; /* * First register the fixed 
197,clk_put,sh_cmt_setup,cmt->clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int sh_cmt_setup(struct sh_cmt_device *cmt, struct platform_device *pdev) { unsigned int mask, i; unsigned long rate; int ret; cmt->pdev = pdev; raw_spin_lock_init(&cmt->loc"
198,clk_put,s3c24xx_serial_init_port,ourport->clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int s3c24xx_serial_init_port(struct s3c24xx_uart_port *ourport, struct platform_device *platdev) { struct uart_port *port = &ourport->port; const struct s3c2410_uartcfg *cfg"
199,clk_put,clk_test_orphan_transparent_multiple_parent_mux_get_parent,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static void clk_test_orphan_transparent_multiple_parent_mux_get_parent(struct kunit *test) { struct clk_multiple_parent_ctx *ctx = test->priv; struct clk_hw *hw = &ctx->hw; struct 
0,null-ptr-check,nfsd4_cltrack_grace_start,result,kmalloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
1,null-ptr-check,esw_master_egress_create_resources,flow_group_in,kvzalloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
2,null-ptr-check,dcn21_hubbub_create,hubbub,kzalloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
3,null-ptr-check,rtw_nlo_info_get,skb,alloc_skb,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
4,null-ptr-check,gpiochip_apply_reserved_ranges,ranges,kmalloc_array,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
5,null-ptr-check,mwifiex_send_rgpower_table,hostcmd,kmemdup,paper_table_operation,defensive_code_context,contexts/null-ptr-check.json,"int mwifiex_send_rgpower_table(struct mwifiex_private *priv, const u8 *data, const size_t size) { int ret = 0; bool start_raw = false; u8 *ptr, *token, *pos = NULL; u8 *_data __fre"
6,null-ptr-check,ovl_get_index_name_fh,n,kcalloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
7,null-ptr-check,map_list_push_pop,v,bpf_map_lookup_elem,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
8,null-ptr-check,devm_extcon_dev_register,ptr,devres_alloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
9,null-ptr-check,gtp_tunnel_notify,msg,nlmsg_new,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
10,null-ptr-check,exynos_chipid_probe,drv_data,of_device_get_match_data,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
11,null-ptr-check,btrfs_uuid_tree_lookup,path,btrfs_alloc_path,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
12,null-ptr-check,mhi_ep_send_state_change_event,event,kmem_cache_zalloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
13,null-ptr-check,ath10k_wmi_tlv_op_gen_vdev_set_param,skb,ath10k_wmi_alloc_skb,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
14,null-ptr-check,rtw89_pci_alloc_rx_rings,head,dma_alloc_coherent,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
15,null-ptr-check,audit_ip6,ih,skb_header_pointer,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
16,null-ptr-check,evsel__tpebs_start_perf_record,record_argv,malloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
17,null-ptr-check,cmd_timechart,cpus_cstate_start_times,calloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
18,null-ptr-check,pxa2xx_ac97_dev_probe,regs,platform_get_resource,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
19,null-ptr-check,clk_rk3576_probe,init_data,device_get_match_data,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
20,null-ptr-check,powerpc_vpadtl__alloc_queue,vpaq,zalloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
21,null-ptr-check,ath11k_wmi_pdev_peer_pktlog_filter,skb,ath11k_wmi_alloc_skb,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
22,null-ptr-check,vxlan_mdb_fill,nest,nla_nest_start_noflag,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
23,null-ptr-check,suffix_kstrtoull,value,kstrdup,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
24,null-ptr-check,intel_gvt_create_idle_vgpu,vgpu,vzalloc,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
25,null-ptr-check,slim_stream_allocate,rt,kasprintf,paper_table_operation,defensive_code_context,contexts/null-ptr-check.json,"struct slim_stream_runtime *slim_stream_allocate(struct slim_device *dev, const char *name) { struct slim_stream_runtime *rt; rt = kzalloc(sizeof(*rt), GFP_KERNEL); if (!rt) return"
26,null-ptr-check,dmfe_init_one,dev,alloc_etherdev,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
27,null-ptr-check,get_proc_status_value,fp,fopen,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
28,null-ptr-check,ppl_load_distributed,page,alloc_page,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
29,null-ptr-check,efct_device_alloc,efct,kzalloc_node,paper_table_operation,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
30,null-ptr-check,ovs_alloc_percpu_storage,ovs_pcpu_storage,alloc_percpu,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
31,null-ptr-check,vic_set_wake,v,vic_from_irq,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
32,null-ptr-check,get_old_pmd,pud,get_old_pud,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
33,null-ptr-check,fdomain_create,chip,fdomain_identify,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
34,null-ptr-check,hws_definer_conv_misc2,curr_fc,hws_definer_flex_parser_handler,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
35,null-ptr-check,xprt_find_transport_ident,t,xprt_class_find_by_netid,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
36,null-ptr-check,mpls_build_state,newts,lwtunnel_state_alloc,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
37,null-ptr-check,cma_get_net_dev,net_dev,roce_get_net_dev_by_cm_event,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
38,null-ptr-check,device_process,q_data_in,get_q_data,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
39,null-ptr-check,queue_userspace_packet,dp_ifindex,get_dpifindex,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
40,null-ptr-check,ims_pcu_parse_cdc_data,union_desc,ims_pcu_get_cdc_union_desc,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
41,null-ptr-check,zfcp_scsi_get_fc_host_stats,fc_stats,zfcp_scsi_init_fc_host_stats,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
42,null-ptr-check,most_cfg_complete,comp,match_component,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
43,null-ptr-check,devm_nvdimm_memremap,nvdimm_map,find_nvdimm_map,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
44,null-ptr-check,store_scaling_governor,new_pol,cpufreq_parse_policy,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
45,null-ptr-check,twl4030_init_chip,board_params,twl4030_get_board_params,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
46,null-ptr-check,xchk_iscan_advance,pag,xfs_perag_get,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
47,null-ptr-check,steam_probe,steam,steam_create_client_hid,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
48,null-ptr-check,scan_nres_bitmap,ok,run_lookup_entry,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
49,null-ptr-check,kvmppc_get_hpa,ptep,find_kvm_host_pte,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
50,null-ptr-check,st_lsm9ds0_probe_accel,settings,st_accel_get_settings,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
51,null-ptr-check,is_special_call,dest,insn_call_dest,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
52,null-ptr-check,_InitPowerOn_8723BS,ret,CardEnable,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
53,null-ptr-check,create_zone_bm_rtree,zone,chain_alloc,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
54,null-ptr-check,affs_symlink,inode,affs_new_inode,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
55,null-ptr-check,is_kfunc_arg_callback,t,btf_type_resolve_func_ptr,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
56,null-ptr-check,hhf_classify,flow,seek_list,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
57,null-ptr-check,csio_scsi_match_io,scmnd,csio_scsi_cmnd,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
58,null-ptr-check,iommu_iova_ranges,ranges,iommufd_iova_ranges,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
59,null-ptr-check,tegra_ahb_enable_smmu,dev,driver_find_device_by_of_node,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
60,null-ptr-check,dmar_check_one_atsr,atsru,dmar_find_atsr,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
61,null-ptr-check,sctp_sched_prio_set,prio_head,sctp_sched_prio_get_head,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
62,null-ptr-check,create_int_type,type,bt_ctf_field_type_integer_create,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
63,null-ptr-check,vmw_irq_handler,status,vmw_irq_status_read,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
64,null-ptr-check,uml_vfio_read_msix_table,off,uml_vfio_find_capability,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
65,null-ptr-check,rvu_mbox_handler_cpt_lf_alloc,num_lfs,rvu_get_rsrc_mapcount,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
66,null-ptr-check,intel_alloc_initial_plane_obj,vma,initial_plane_vma,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
67,null-ptr-check,finalize_btf,raw_data,btf__raw_data,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
68,null-ptr-check,fentry_perf_func,entry,perf_trace_buf_alloc,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
69,null-ptr-check,tomoyo_write_group,group,tomoyo_get_group,deterministic_random_fill,historical_pattern,null-ptr-check_deepseek_v3_2_model_DeepSeek-V3.2_ts20260202_153124.parsed.json,
